source,target
A tribute to nurses,A doctor's touch
The biology of our best and worst selves,Exploring the mind of a killer
The biology of our best and worst selves,Why some people are more altruistic than others
The biology of our best and worst selves,A new way to study the brain's invisible secrets
The biology of our best and worst selves,A map of the brain
The biology of our best and worst selves,The neuroscience of restorative justice
The biology of our best and worst selves,The secret to living longer may be your social life
"Poetry, music and identity",Math is forever
"Poetry, music and identity",An electrifying acoustic guitar performance
"Poetry, music and identity","Don't ask where I'm from, ask where I'm a local"
"Poetry, music and identity",Home is a song I've always remembered
"Poetry, music and identity",12 truths I learned from life and writing
"Poetry, music and identity",How to find a wonderful idea
How human noise affects ocean habitats,The intriguing sound of marine mammals
How human noise affects ocean habitats,Why you should care about whale poo
How human noise affects ocean habitats,What are animals thinking and feeling?
How human noise affects ocean habitats,Drawings that show the beauty and fragility of Earth
How human noise affects ocean habitats,Time-lapse proof of extreme ice loss
How human noise affects ocean habitats,Inside an Antarctic time machine
"Thoughts on humanity, fame and love",Why the only future worth building includes everyone
"Thoughts on humanity, fame and love",The future we're building -- and boring
"Thoughts on humanity, fame and love",12 truths I learned from life and writing
"Thoughts on humanity, fame and love",Your elusive creative genius
"Thoughts on humanity, fame and love",Ballroom dance that breaks gender roles
"Thoughts on humanity, fame and love","A lyrical bridge between past, present and future"
3 principles for creating safer AI,How computers are learning to be creative
3 principles for creating safer AI,Can we build AI without losing control over it?
3 principles for creating safer AI,Machine intelligence makes human morals more important
3 principles for creating safer AI,Can a robot pass a university entrance exam?
3 principles for creating safer AI,"Building ""self-aware"" robots"
3 principles for creating safer AI,Robots will invade our lives
What makes life worth living in the face of death,A video game to cope with grief
What makes life worth living in the face of death,What really matters at the end of life
What makes life worth living in the face of death,A tribute to nurses
What makes life worth living in the face of death,What we can do to die well
What makes life worth living in the face of death,What your doctor won’t disclose
What makes life worth living in the face of death,Meet e-Patient Dave
A climate solution where all sides can win,The case for optimism on climate change
A climate solution where all sides can win,The inside story of the Paris climate agreement
A climate solution where all sides can win,Why the only future worth building includes everyone
A climate solution where all sides can win,Why climate change is a threat to human rights
A climate solution where all sides can win,This country isn't just carbon neutral -- it's carbon negative
A climate solution where all sides can win,Climate change is happening. Here's how we adapt
Why school should start later for teens,How to succeed? Get more sleep
Why school should start later for teens,One more reason to get a good night's sleep
Why school should start later for teens,"To raise brave girls, encourage adventure"
Why school should start later for teens,Why do we sleep?
Why school should start later for teens,The wireless future of medicine
